SalePrice,LotArea,ExterQual,OverallQual,GrLivArea,TotRmsAbvGrd,YearBuilt,YearRemodAdd,GarageCars,GarageType,TotalBsmtSF,FullBath,PoolArea,Heating,KitchenQual,Neighborhood
157000,7024,TA,5,1090,5,2005,2006,2,Attchd,1090,1,0,GasA,TA,Edwards
187500,13758,Gd,7,1717,7,1990,1991,2,Attchd,1156,2,0,GasA,Gd,Timber
178000,9636,TA,6,1593,7,1992,1993,2,Not Applicable,808,2,0,GasA,TA,Gilbert
118500,6204,Gd,4,2230,10,1912,1950,1,Detchd,795,1,0,GasA,TA,SWISU
100000,7150,TA,5,892,5,1967,1967,1,Attchd,892,1,0,GasA,TA,NAmes
328900,5119,Gd,9,1709,5,1999,2000,2,Attchd,1698,2,0,GasA,Gd,Somerst
145000,8393,TA,5,1712,8,1959,2005,2,Attchd,1626,2,0,GasA,TA,NAmes
135500,16466,TA,5,1393,8,1955,1955,1,Attchd,816,1,0,GasA,TA,Edwards
268000,15865,Gd,8,2217,8,1970,1970,2,Attchd,2217,2,0,GasA,Gd,NAmes
149500,12160,TA,6,1505,6,1953,1953,2,Attchd,1505,1,0,GasA,TA,NAmes
122900,8064,TA,5,924,6,1949,2006,2,Detchd,672,1,0,GasA,TA,NAmes
172500,11184,TA,6,1683,7,1978,1978,2,Attchd,918,2,0,GasA,TA,Sawyer
154500,8414,TA,6,1068,6,1963,2003,1,Attchd,1059,1,0,GasA,TA,Sawyer
165000,13284,TA,5,1383,6,1954,1954,1,Attchd,1383,1,0,GasA,TA,Sawyer
118858,7018,TA,5,1535,8,1979,1979,2,Attchd,0,2,0,GasA,TA,SawyerW
140000,7056,TA,6,1796,8,1963,1963,2,Attchd,780,1,0,GasA,TA,NAmes
106500,8765,TA,4,951,6,1936,1950,1,Detchd,951,1,0,GasA,TA,IDOTRR
142953,7018,TA,5,2240,12,1979,1979,2,Detchd,0,2,0,GasA,TA,SawyerW
135000,6993,TA,5,1236,6,1961,1994,1,Attchd,912,1,0,GasA,TA,Sawyer
110000,7340,TA,4,858,4,1971,1971,1,Detchd,858,1,0,GasA,TA,NAmes
153000,8712,TA,5,1306,5,1957,2000,1,Detchd,992,1,0,GasA,TA,NAmes
180000,7875,Gd,7,1509,8,2003,2003,2,Attchd,783,2,0,GasA,Gd,Gilbert
240000,14859,Gd,7,1670,7,2006,2006,3,Attchd,1670,2,0,GasA,Gd,Gilbert
125500,6173,TA,5,902,6,1967,1967,1,Attchd,876,1,0,GasA,TA,Sawyer
128000,9920,TA,5,1063,6,1954,1954,1,Attchd,1056,1,0,GasA,TA,NAmes
255000,13501,Gd,8,1636,8,2006,2006,3,Attchd,1623,2,0,GasA,Gd,Somerst
250000,11500,Gd,7,2057,6,1936,1987,1,Attchd,1017,1,0,GasA,Gd,Crawfor
131000,8885,TA,5,902,5,1983,1983,2,Attchd,864,1,0,GasA,TA,Mitchel
174000,12589,Gd,6,1484,8,2005,2005,2,Attchd,742,2,0,GasA,Gd,Gilbert
154300,11600,TA,5,2274,12,1960,1960,2,Detchd,1105,2,0,GasA,TA,NAmes
143500,9286,TA,5,1268,5,1977,1989,1,Detchd,1268,1,0,GasA,Gd,CollgCr
88000,6120,TA,5,1015,6,1925,1950,1,Detchd,768,1,0,GasA,TA,BrkSide
145000,6270,TA,5,2002,8,1949,1950,3,Not Applicable,1001,2,0,GasA,TA,Crawfor
173733,3000,Gd,6,1224,4,2009,2009,2,Detchd,612,2,0,GasA,Gd,Somerst
75000,2001,TA,4,1092,6,1970,1970,1,Attchd,546,1,0,GasA,TA,MeadowV
35311,9000,TA,2,480,4,1949,1950,1,Detchd,480,0,0,GasA,TA,IDOTRR
135000,17140,TA,4,1229,6,1956,1956,1,Attchd,1134,1,0,GasA,TA,Edwards
238000,13125,Gd,7,2127,8,1991,1991,3,Attchd,1104,2,0,GasA,Gd,SawyerW
176500,11029,Ex,6,1414,6,1958,2002,2,Attchd,1184,1,0,GasA,TA,NAmes
201000,8462,Gd,6,1721,7,1994,1994,2,Attchd,928,2,0,GasA,Gd,SawyerW
145900,8777,TA,5,2200,9,1900,2003,0,Not Applicable,1272,2,0,GasA,TA,Edwards
169990,10237,Gd,6,1316,6,2005,2006,2,Attchd,1316,2,0,GasA,Gd,Gilbert
193000,8012,Gd,6,1617,5,1993,1994,2,Attchd,1604,2,0,GasA,Gd,SawyerW
207500,10240,TA,6,1686,7,1980,1980,2,Attchd,1686,2,0,GasA,TA,NWAmes
175000,15611,TA,5,1126,6,1977,1977,2,Attchd,1126,2,0,GasA,Ex,NWAmes
285000,11999,Gd,8,2374,10,2003,2004,3,Not Applicable,1181,2,0,GasA,Ex,NridgHt
176000,9900,TA,7,1978,9,1968,1968,2,Attchd,832,2,0,GasA,TA,NWAmes
236500,11838,Gd,8,1788,7,2001,2001,2,Attchd,1753,2,0,GasA,Ex,CollgCr
222000,13006,TA,7,2236,8,1997,1997,2,Not Applicable,964,2,0,GasA,Gd,Gilbert
201000,8925,Gd,8,1466,7,2007,2007,3,Attchd,1466,2,0,GasA,Gd,Timber
117500,9100,TA,5,925,5,1965,1965,1,Detchd,925,1,0,GasA,TA,NAmes
320000,11670,Ex,9,1905,8,2006,2006,3,Attchd,1905,2,0,GasA,Ex,Somerst
190000,8487,Gd,7,1500,6,2004,2004,2,Attchd,1500,2,0,GasA,Gd,CollgCr
242000,27650,TA,7,2069,9,1960,2007,2,Attchd,585,2,0,GasA,Gd,NAmes
79900,5825,TA,4,747,5,1926,1953,2,Detchd,600,1,0,GasA,TA,BrkSide
253000,9675,Gd,7,1971,8,2005,2005,2,Attchd,1113,2,0,GasA,Gd,Somerst
239799,8760,Gd,7,1962,7,2006,2006,3,Attchd,1391,2,0,GasA,Gd,CollgCr
244400,24090,TA,7,2403,10,1940,1950,1,Attchd,1032,2,0,GasA,TA,ClearCr
150900,12640,TA,6,1728,8,1976,1976,2,Attchd,1728,2,0,GasA,TA,Mitchel
214000,8755,Gd,7,2060,8,1999,1999,2,Not Applicable,992,2,0,GasA,Gd,Gilbert
150000,7711,TA,4,1440,8,1977,1977,0,Not Applicable,1440,2,0,GasA,TA,Edwards
143000,25000,TA,5,1632,8,1967,1967,2,Attchd,1632,2,0,GasA,TA,Mitchel
137500,14375,TA,6,1344,7,1958,1958,2,Not Applicable,819,1,0,GasA,Gd,Timber
124900,8820,TA,5,1869,7,1890,1996,2,Detchd,1088,1,0,GasA,TA,OldTown
143000,8163,TA,5,1144,6,1959,1959,1,Attchd,1144,1,0,GasA,TA,NAmes
270000,14536,Gd,8,1629,9,2002,2003,3,Attchd,1616,2,0,GasA,Gd,Timber
192500,14006,Gd,7,1776,7,2002,2002,2,Attchd,936,2,0,GasA,Gd,CollgCr
197500,9360,TA,6,1381,5,1972,2006,2,Attchd,1161,1,0,GasA,Gd,NWAmes
129000,7200,TA,5,864,5,1950,2002,2,Detchd,864,1,0,GasA,Gd,NAmes
119900,7800,TA,5,965,6,1965,1965,1,Detchd,828,1,0,GasA,TA,SawyerW
133900,7200,TA,5,768,5,1972,2003,1,Detchd,768,1,0,GasA,TA,CollgCr
172000,11075,TA,5,1968,7,1969,1969,2,Attchd,784,2,0,GasA,TA,Mitchel
127500,9400,TA,6,980,4,1975,1975,0,Not Applicable,945,2,0,GasA,TA,Edwards
145000,7136,TA,6,1958,8,1946,1950,2,Attchd,979,2,0,GasA,TA,Crawfor
124000,1300,TA,6,1229,5,1980,1980,2,Attchd,561,1,0,GasA,TA,Blueste
132000,7420,TA,5,1057,6,1962,1962,2,Detchd,1057,1,0,GasA,TA,Sawyer
185000,8450,Gd,7,1337,6,2003,2003,2,Attchd,1337,2,0,GasA,Gd,CollgCr
155000,2572,Gd,7,1416,6,1999,1999,2,Detchd,696,2,0,GasA,Gd,Somerst
116500,7207,TA,5,858,4,1958,2008,0,Not Applicable,858,1,0,GasA,TA,BrkSide
272000,12227,TA,6,2872,11,1977,1995,2,Attchd,1330,2,0,GasA,TA,NWAmes
155000,2308,TA,6,1548,7,1976,1976,2,Detchd,804,2,0,GasA,Gd,NPkVill
239000,11923,Gd,9,1800,7,2007,2007,2,Attchd,1800,2,0,GasA,Ex,CollgCr
214900,11316,Gd,7,1894,8,2002,2003,2,Not Applicable,817,2,0,GasA,Gd,Timber
178900,10237,Gd,6,1484,8,2005,2007,2,Attchd,783,2,0,GasA,Gd,Gilbert
160000,9600,Gd,5,1308,7,1940,1950,1,Detchd,728,1,0,GasA,TA,Crawfor
135000,7390,TA,5,1098,6,1955,1955,1,Attchd,1098,1,0,GasA,TA,NAmes
37900,5925,TA,3,968,6,1910,1950,0,Not Applicable,600,1,0,Grav,TA,OldTown
140000,10382,TA,6,1095,6,1958,1958,1,Attchd,588,1,0,GasA,TA,NAmes
135000,10800,TA,4,1192,6,1949,1950,0,Not Applicable,720,1,0,GasA,TA,NAmes
173000,2268,Gd,7,1626,6,2003,2004,2,Not Applicable,764,2,0,GasA,Gd,NridgHt
99500,7892,TA,6,918,5,1979,1979,1,Attchd,918,2,0,GasA,TA,SawyerW
167500,11414,TA,7,2019,8,1910,1993,2,Detchd,728,1,0,GasA,Gd,BrkSide
165000,2651,Gd,7,1382,6,2000,2000,2,Detchd,673,2,0,GasA,Gd,Somerst
85500,5900,TA,4,869,4,1923,1958,0,Not Applicable,440,1,0,GasA,Fa,BrkSide
110000,9450,TA,4,894,5,1954,1954,2,Detchd,894,1,0,GasA,TA,Edwards
139000,8816,TA,5,1121,5,1963,1963,2,Detchd,1121,1,0,GasA,TA,Sawyer
178400,12122,Ex,7,999,6,1961,2007,2,Attchd,944,1,0,GasA,Ex,NAmes
336000,12203,Gd,8,2612,8,1998,1999,3,Attchd,1225,2,0,GasA,Gd,NoRidge
159895,3182,Gd,7,1266,6,2007,2007,2,Attchd,1266,2,0,GasA,Gd,Blmngtn
255900,11250,Gd,8,2290,9,2002,2002,2,Attchd,1128,2,0,GasA,Gd,CollgCr
126000,10125,TA,5,1734,8,1977,1977,2,Attchd,0,2,0,GasA,Gd,Mitchel
125000,10880,TA,5,1164,5,1950,1950,1,Detchd,1164,1,0,GasW,TA,Edwards
117000,5310,TA,6,1635,5,1910,2003,1,Attchd,485,1,0,GasA,Gd,OldTown
395192,10159,Ex,9,1940,8,2009,2010,3,Attchd,1930,2,0,GasA,Ex,NridgHt
195000,12046,TA,6,2030,8,1976,1976,2,Attchd,848,2,0,GasA,Gd,NWAmes
197000,8125,Gd,7,1576,6,2006,2006,2,Attchd,770,2,0,GasA,Gd,Somerst
348000,9452,Gd,8,2392,7,1997,1998,3,Attchd,1396,2,0,GasA,Gd,NoRidge
168000,17671,Gd,8,1742,8,1882,1986,2,Attchd,916,1,0,GasA,Gd,OldTown
187000,9760,TA,6,1851,7,1964,1993,2,Attchd,822,2,0,GasA,Gd,NAmes
173900,8846,TA,6,1500,6,2005,2006,2,Attchd,750,2,0,GasA,Gd,CollgCr
337500,12456,Ex,10,1718,7,2006,2007,3,Attchd,1700,2,0,GasA,Ex,NridgHt
121600,4712,TA,4,1230,5,1946,1950,1,Detchd,747,1,0,GasA,TA,BrkSide
136500,10659,TA,5,1050,6,1961,1961,1,Attchd,1050,1,0,GasA,TA,NAmes
185000,11717,TA,6,1442,6,1970,1970,2,Attchd,1442,2,0,GasA,TA,NWAmes
91000,9786,TA,3,1077,6,1922,1950,1,Detchd,1007,1,0,GasA,TA,IDOTRR
206000,6762,Gd,7,1208,6,2006,2006,2,Attchd,1187,2,0,GasA,Gd,CollgCr
82000,10206,TA,3,944,4,1952,1952,2,Detchd,0,1,0,GasW,Fa,Edwards
86000,5400,TA,5,691,4,1920,1950,1,Detchd,691,1,0,GasA,Ex,OldTown
232000,11957,Gd,8,1574,7,2006,2006,3,Attchd,1574,2,0,GasA,Gd,Somerst
136905,11500,TA,5,1680,8,1976,1976,2,Detchd,1680,2,0,GasA,TA,NWAmes
181000,3182,Gd,7,1504,7,2005,2006,2,Attchd,1346,2,0,GasA,Gd,Blmngtn
149900,8385,Gd,5,985,6,1977,1977,1,Attchd,985,2,0,GasA,TA,CollgCr
163500,12155,TA,6,1657,7,1970,1970,2,Attchd,1657,2,0,GasA,TA,NAmes
88000,2217,TA,4,1092,6,1970,1970,1,Attchd,546,1,0,GasA,TA,MeadowV
240000,12118,Gd,7,1710,7,2004,2005,2,Attchd,1710,2,0,GasA,Gd,Mitchel
102000,6000,TA,5,1522,7,1926,1950,0,Not Applicable,1008,2,0,GasA,TA,SWISU
135000,21286,TA,5,1271,7,1948,1950,1,Attchd,720,2,0,GasA,TA,Sawyer
100000,9825,TA,5,1664,8,1965,1965,0,Not Applicable,0,2,0,GasA,TA,Edwards
165000,10592,TA,6,1502,7,1923,1996,1,Detchd,602,1,0,GasA,Gd,Crawfor
85000,7200,TA,5,1022,4,1910,2006,1,Detchd,1022,1,0,GasW,TA,OldTown
119200,11664,TA,6,1082,5,1948,1950,1,Detchd,1082,1,0,GasA,TA,NAmes
227000,8400,Gd,8,1665,6,2001,2001,2,Attchd,810,2,0,GasA,Gd,NWAmes
203000,11883,Gd,7,1504,6,1996,1996,2,Attchd,1504,2,0,GasA,Gd,CollgCr
187500,5814,Gd,8,1360,4,1984,1984,2,Attchd,1220,1,0,GasA,Gd,StoneBr
160000,10784,Gd,7,1472,7,1991,1992,2,Attchd,384,2,0,GasA,Gd,Gilbert
213490,3013,Gd,7,1506,6,2005,2005,2,Attchd,1362,2,0,GasA,Gd,Blmngtn
176000,7024,TA,4,1132,5,2005,2005,2,Attchd,1132,1,0,GasA,Gd,Edwards
194000,7406,Gd,7,1220,6,2006,2006,2,Attchd,1199,2,0,GasA,Gd,CollgCr
87000,9439,TA,5,1248,6,1930,1950,1,Detchd,912,1,0,GasA,TA,OldTown
191000,3182,Gd,7,1504,7,2005,2006,2,Attchd,1346,2,0,GasA,Gd,Blmngtn
287000,15498,Gd,8,2898,10,1976,1976,2,Attchd,1565,2,0,GasA,Gd,Timber
112500,7700,TA,5,882,5,1972,1972,2,Detchd,882,1,0,GasA,TA,CollgCr
167500,9300,TA,5,1264,6,1960,1960,2,Attchd,1268,1,0,GasA,TA,NAmes
293077,9520,Gd,8,1646,7,2007,2008,3,Attchd,1638,2,0,GasA,Gd,Timber
105000,9492,TA,5,1376,6,1941,1950,1,Attchd,768,1,0,GasA,TA,NAmes
118000,1680,TA,6,1218,7,1972,1972,1,Detchd,672,1,0,GasA,TA,BrDale
160000,7082,TA,5,1928,10,1916,1995,0,Not Applicable,686,2,0,GasA,TA,SWISU
310000,14541,Gd,8,2520,10,1993,1993,3,Attchd,1338,2,0,GasA,Gd,NoRidge
230000,8125,Gd,7,1654,6,2002,2002,3,Attchd,1654,2,0,GasA,Gd,CollgCr
119750,6305,TA,5,954,5,1938,1950,1,Not Applicable,920,1,0,GasA,Fa,Crawfor
84000,11500,TA,4,845,5,1957,1957,1,Detchd,0,1,0,GasA,TA,Edwards
315500,12898,Gd,9,1620,6,2007,2008,3,Attchd,1620,2,0,GasA,Ex,Timber
287000,9240,Gd,8,2263,7,2001,2002,2,Not Applicable,1055,2,0,GasA,Gd,CollgCr
97000,1533,TA,4,1344,6,1970,2008,0,Not Applicable,546,1,0,GasA,TA,MeadowV
80000,1477,TA,4,630,3,1970,1970,1,Attchd,630,1,0,GasA,TA,MeadowV
155000,13125,TA,5,1803,8,1957,2000,2,Attchd,1134,2,0,GasA,TA,Sawyer
173000,9130,TA,6,1632,7,1966,2000,2,Attchd,800,1,0,GasA,Gd,NWAmes
196000,5381,Gd,6,1306,5,2005,2005,2,Attchd,1306,2,0,GasA,Gd,NridgHt
262280,11839,TA,7,2329,10,1990,1990,2,Attchd,1475,2,0,GasA,Gd,SawyerW
278000,9600,Gd,8,2524,9,1981,1981,2,Attchd,2524,2,0,GasA,Gd,NWAmes
139600,13680,TA,3,1733,8,1955,1955,2,Attchd,0,2,0,GasA,TA,Edwards
145000,9245,TA,5,990,5,1994,1995,2,Detchd,990,1,0,GasA,TA,CollgCr
115000,21750,TA,5,1771,9,1960,2006,2,Attchd,0,1,0,GasA,TA,Mitchel
84900,11100,TA,4,930,6,1946,2006,1,Detchd,0,1,0,GasA,Gd,Edwards
176485,8993,Gd,7,1302,6,2007,2007,2,Attchd,1302,2,0,GasA,Gd,Gilbert
200141,11175,Gd,7,1316,6,2007,2007,2,Attchd,1316,2,0,GasA,Gd,CollgCr
165000,9500,TA,6,1977,9,1964,1978,2,Attchd,816,1,0,GasA,TA,NAmes
144500,8562,TA,5,1526,7,1957,2002,1,Not Applicable,1216,1,0,GasA,TA,Edwards
255000,11367,Gd,8,1989,7,2002,2002,2,Attchd,1065,2,0,GasA,Gd,CollgCr
180000,11361,TA,6,1523,7,1976,1976,2,Attchd,1193,2,0,GasA,TA,NWAmes
185850,7052,Gd,7,1364,6,2005,2005,2,Attchd,1364,2,0,GasA,Gd,NridgHt
248000,29959,Gd,7,1850,7,1994,1994,2,Not Applicable,973,2,0,GasA,Gd,NoRidge
335000,11308,Ex,9,2184,10,2008,2008,3,Attchd,1104,2,0,GasA,Ex,NridgHt
220000,11275,TA,6,1991,7,1932,1950,2,Detchd,854,1,0,GasA,TA,Crawfor
213500,4920,Gd,8,1338,6,2001,2001,2,Attchd,1338,2,0,GasA,Gd,StoneBr
81000,18000,Fa,3,894,6,1935,1950,3,Detchd,894,1,0,GasA,TA,IDOTRR
90000,13600,TA,5,2337,10,1900,1950,2,Detchd,662,2,0,GasA,TA,OldTown
110500,6000,TA,6,1103,5,1925,1980,2,Detchd,1103,1,0,GasA,Gd,OldTown
154000,11000,TA,5,1154,6,1966,1966,2,Attchd,1154,1,0,GasA,TA,NAmes
328000,14000,Gd,7,2260,7,1996,1997,2,Attchd,1306,2,0,GasA,Gd,ClearCr
178000,7837,Gd,6,1571,7,1993,1994,2,Attchd,799,2,0,GasA,TA,Gilbert
167900,9760,TA,6,1611,7,1964,1964,2,Attchd,780,1,0,GasA,TA,NAmes
151400,3964,TA,6,2521,10,1973,1973,2,Attchd,942,2,0,GasA,TA,MeadowV
135000,9600,TA,5,893,4,1949,2003,2,Detchd,845,1,0,GasA,Gd,NAmes
135000,10152,TA,5,1048,6,1956,1956,1,Attchd,1048,1,0,GasA,TA,NAmes
154000,11700,TA,6,1556,8,1968,1968,2,Attchd,727,1,0,GasA,TA,NWAmes
91500,7585,TA,5,1456,7,1948,1950,1,Detchd,810,1,0,GasA,TA,Edwards
159500,7950,TA,6,1426,6,1977,1977,2,Attchd,690,1,0,GasA,TA,Edwards
194000,8556,Gd,7,1240,5,2006,2006,3,Attchd,1240,2,0,GasA,Gd,CollgCr
219500,13125,TA,7,1740,6,1940,1984,1,Attchd,800,1,0,GasA,TA,Crawfor
170000,10800,TA,5,1466,7,1936,1989,2,Attchd,796,2,0,GasA,Gd,OldTown
138800,15870,TA,5,1096,6,1969,1969,1,Attchd,1096,1,0,GasA,TA,NAmes
155900,4435,Gd,6,848,3,2004,2004,2,Attchd,848,1,0,GasA,Gd,CollgCr
126000,8775,TA,5,990,5,1994,1994,1,Attchd,990,1,0,GasA,TA,CollgCr
145000,11040,Gd,6,1258,5,1971,2004,2,Attchd,1258,2,0,GasA,Gd,NWAmes
133000,7500,TA,5,1040,5,1963,1963,1,Attchd,1040,1,0,GasA,TA,Sawyer
192000,8749,Gd,7,1459,6,2002,2002,2,Attchd,1459,2,0,GasA,Gd,CollgCr
160000,8800,TA,6,1251,6,1964,1964,1,Attchd,1251,1,0,GasA,TA,NAmes
187500,13031,TA,6,1498,6,1995,1996,2,Attchd,691,2,0,GasA,TA,Gilbert
147000,9069,TA,6,996,5,1992,1992,2,Attchd,936,1,0,GasA,Gd,SawyerW
83500,1974,TA,4,1092,6,1973,1973,1,Attchd,546,1,0,GasA,TA,MeadowV
252000,10574,Gd,8,1953,9,2005,2006,3,Attchd,1082,2,0,GasA,Gd,Somerst
137500,2522,Gd,7,1709,7,2004,2004,2,Detchd,970,2,0,GasA,Gd,Edwards
197000,3316,Gd,8,1247,4,2005,2005,2,Attchd,1247,1,0,GasA,Gd,Somerst
92900,8544,TA,3,1040,6,1950,1950,2,Detchd,0,2,0,Wall,TA,NAmes
160000,2160,Gd,7,1252,4,1999,2000,2,Detchd,600,2,0,GasA,Gd,Somerst
136500,8400,TA,6,1694,7,1925,1950,2,Detchd,1181,2,0,GasA,TA,SWISU
146000,9230,TA,5,1200,6,1965,1998,2,Detchd,864,1,0,GasA,Gd,NAmes
129000,5868,TA,5,936,4,1956,2000,1,Attchd,936,1,0,GasA,TA,NAmes
176432,9317,Gd,6,1314,6,2006,2006,2,Attchd,1314,2,0,GasA,Gd,CollgCr
127000,6882,TA,6,1355,7,1914,2006,0,Not Applicable,684,1,0,GasA,Gd,IDOTRR
170000,3696,Gd,8,1088,5,1986,1986,2,Attchd,1074,1,0,GasA,Gd,StoneBr
128000,6000,TA,4,1324,6,1936,1950,1,Detchd,672,1,0,GasA,TA,BrkSide
157000,11880,TA,7,1601,7,1978,1978,2,Attchd,1271,2,0,GasA,TA,NWAmes
60000,8400,TA,2,438,3,1920,1950,1,Detchd,290,1,0,GasA,Fa,SWISU
119500,9758,TA,5,950,5,1971,1971,1,Detchd,950,1,0,GasA,TA,NAmes
135000,7000,TA,5,1134,6,1960,2002,1,Attchd,1010,1,0,GasA,TA,NAmes
159500,8910,TA,6,1194,6,1959,1959,2,Not Applicable,655,1,0,GasA,TA,NAmes
106000,2016,TA,5,1302,6,1970,1970,2,Detchd,630,2,0,GasA,TA,BrDale
325000,12256,Gd,8,2622,9,1994,1995,2,Attchd,1463,2,0,GasA,Gd,NoRidge
179900,10357,Gd,7,1442,6,1990,1991,2,Attchd,910,2,0,GasA,Gd,SawyerW
274725,23257,Gd,7,2021,9,2006,2006,2,Not Applicable,868,2,0,GasA,Gd,Gilbert
181000,8063,TA,6,1690,7,2000,2000,2,Attchd,924,2,0,GasA,TA,Gilbert
280000,11362,Gd,8,1836,7,2004,2005,3,Attchd,1836,2,0,GasA,Gd,NridgHt
188000,8000,TA,6,1658,8,1995,1996,2,Attchd,773,2,0,GasA,TA,Gilbert
205000,10480,TA,7,1964,8,1976,1976,2,Attchd,803,2,0,GasA,TA,NWAmes
129900,7100,TA,5,816,5,1957,1957,1,Detchd,816,1,0,GasA,TA,NAmes
134500,8923,TA,5,1008,6,1953,2006,1,Attchd,1008,1,0,GasA,Gd,NAmes
117000,5400,TA,5,833,4,1954,2000,1,Detchd,833,1,0,GasA,Gd,OldTown
318000,12085,Gd,8,1734,7,2007,2007,3,Attchd,1734,2,0,GasA,Ex,NridgHt
184100,7750,Gd,8,1419,7,2002,2002,2,Not Applicable,408,2,0,GasA,Gd,Gilbert
130000,9764,TA,5,894,5,1967,2003,2,Attchd,894,1,0,GasA,Gd,Sawyer
140000,13825,TA,5,1601,6,1958,1987,1,Not Applicable,533,1,0,GasA,TA,Sawyer
133700,7560,TA,5,1040,6,1959,1959,1,Attchd,1040,1,0,GasA,TA,NAmes
118400,8263,TA,6,1012,6,1920,1950,1,Detchd,1012,1,0,GasA,TA,IDOTRR
212900,10084,Gd,7,1552,7,2005,2006,3,Attchd,1552,2,0,GasA,Gd,CollgCr
112000,8926,TA,4,960,5,1956,1956,1,Not Applicable,672,1,0,GasA,TA,Edwards
118000,9405,TA,5,698,4,1947,2008,0,Not Applicable,698,1,0,GasA,TA,Edwards
163900,9125,TA,7,1482,7,1992,1992,2,Attchd,384,2,0,GasA,Gd,Gilbert
115000,10434,TA,4,1005,5,1955,1955,2,Detchd,1005,1,0,GasA,Fa,NAmes
174000,3684,Gd,7,1555,7,2007,2007,3,Attchd,1373,2,0,GasA,Gd,Blmngtn
259000,14572,Gd,7,1530,7,2004,2004,3,Attchd,1530,2,0,GasA,Gd,Gilbert
215000,11796,Gd,7,1959,8,2004,2005,2,Not Applicable,847,2,0,GasA,Gd,Gilbert
140000,7200,TA,5,936,4,1980,1980,2,Detchd,936,1,0,GasA,TA,OldTown
135000,7804,TA,4,1981,7,1928,1950,2,Detchd,1122,2,0,GasA,Gd,SWISU
93500,10712,TA,5,974,5,1991,1992,0,Not Applicable,974,1,0,GasA,TA,Mitchel
117500,9900,TA,6,2210,8,1880,1950,1,Detchd,1008,2,0,GasW,Fa,OldTown
239500,9828,Gd,8,2020,8,1995,1995,2,Attchd,1128,2,0,GasA,Gd,SawyerW
169000,8773,TA,6,1600,7,1997,1997,2,Attchd,916,2,0,GasA,TA,Gilbert
102000,6180,TA,6,986,5,1926,1950,1,Detchd,960,1,0,GasA,TA,BrkSide
119000,9600,TA,6,1252,6,1950,1950,1,Attchd,1032,1,0,GasA,TA,NAmes
94000,6342,TA,5,1020,6,1875,1996,0,Not Applicable,780,1,0,GasA,TA,Sawyer
196000,9819,TA,6,1567,5,1977,1977,2,Attchd,1567,2,0,GasA,Gd,Mitchel
144000,8731,TA,5,1167,6,1920,1950,2,Detchd,915,1,0,GasA,TA,BrkSide
139000,7350,TA,5,952,4,1951,1951,2,Detchd,952,1,0,GasA,TA,NAmes
197500,10304,TA,5,1868,9,1976,1976,2,Attchd,780,2,0,GasA,Gd,NWAmes
80000,9000,TA,5,1006,5,1959,1959,0,Not Applicable,1006,1,0,GasA,TA,Sawyer
80000,12180,TA,4,924,5,1941,1950,1,Detchd,672,1,0,Grav,Fa,Edwards
149000,6240,TA,5,1576,8,1928,1950,1,Detchd,1042,1,0,GasA,TA,BrkSide
180000,11200,Gd,6,1298,5,1985,1985,2,Attchd,1298,2,0,GasA,Gd,SawyerW
174500,12000,TA,7,1564,7,1941,1950,1,Attchd,704,1,0,GasA,Fa,Crawfor
116900,5700,TA,7,1111,5,1926,1950,1,Detchd,572,1,0,GasA,TA,OldTown
143000,9000,TA,7,1482,7,1920,1988,2,Detchd,650,1,0,GasA,TA,OldTown
124000,8280,TA,6,932,4,1950,1950,1,Attchd,932,1,0,GasA,Gd,NAmes
149900,17755,TA,5,1466,6,1959,1959,2,Attchd,1466,1,0,GasA,Fa,Edwards
230000,14115,TA,6,1811,6,1956,2004,2,Attchd,1073,1,0,GasA,Ex,Crawfor
120500,5890,Gd,6,816,5,1930,2007,1,Detchd,816,1,0,GasA,TA,IDOTRR
201800,13700,TA,7,1820,8,1965,1988,2,Attchd,864,1,0,GasA,Gd,NAmes
218000,10768,Gd,5,1437,6,1976,2004,2,Attchd,1437,2,0,GasA,Gd,Veenker
179900,9350,TA,5,1265,6,1965,1999,2,Attchd,1219,2,0,GasA,Gd,NAmes
230000,5001,Gd,7,1314,6,2007,2008,2,Attchd,1314,2,0,GasA,Gd,NridgHt
235128,11932,Gd,8,1580,7,2007,2008,3,Attchd,1580,2,0,GasA,Gd,Somerst
185000,9120,Gd,6,1876,8,1974,1974,2,Attchd,901,2,0,GasA,Gd,NWAmes
146000,2280,TA,6,1456,7,1978,1978,2,Attchd,855,2,0,GasA,TA,NPkVill
224000,14778,Gd,6,1640,7,1954,2006,2,Detchd,1296,1,0,GasA,Gd,Crawfor
129000,8724,TA,5,894,5,1968,1968,2,Attchd,894,1,0,GasA,TA,Sawyer
108959,12900,TA,4,1258,6,1969,1969,2,Not Applicable,1198,0,0,GasA,TA,Sawyer
194000,16157,TA,5,1432,5,1978,1978,2,Attchd,1360,1,0,GasA,Gd,Veenker
233170,9541,Gd,7,1502,7,2009,2009,2,Attchd,1502,2,0,GasA,Gd,NridgHt
245350,10475,Gd,8,1694,7,2008,2008,3,Attchd,1694,2,0,GasA,Gd,CollgCr
173000,10852,TA,6,1671,7,2000,2000,2,Attchd,959,2,0,GasA,TA,Gilbert
235000,13728,TA,6,2108,7,1935,1986,2,Not Applicable,1127,2,0,GasA,Gd,Edwards
171000,9880,TA,6,1118,6,1977,1977,1,Attchd,1096,1,576,GasA,TA,Mitchel
